Company Name,Symbol,Date,Open Price,Close Price,High Price,Low Price,Volume
International Business Machines Corp,IBM,21/06/2019,486,140,50,406,6580303
Alphabet Inc,GOOG,25/06/2019,68,258,271,99,4983150
Oracle Corp,ORCL,29/06/2019,57,343,300,448,1583048
Broadcom Inc,AVGO,20/07/2019,66,456,250,240,6199544
Salesforce Inc,CRM,20/07/2019,246,450,88,337,1217560
Broadcom Inc,AVGO,20/07/2019,286,377,262,195,4051208
Salesforce Inc,CRM,21/07/2019,488,389,51,216,8523712
Alphabet Inc,GOOG,22/07/2019,391,173,221,92,9103652
Microsoft Corporation,MSFT,29/07/2019,417,341,105,266,2242701
Microsoft Corporation,MSFT,30/07/2019,358,321,338,335,7701906
Microsoft Corporation,MSFT,31/07/2019,112,212,287,60,1479184
International Business Machines Corp,IBM,02/08/2019,61,494,182,450,8162409
Salesforce Inc,CRM,11/08/2019,123,224,139,195,864287
Apple,AAPL,12/08/2019,393,212,218,333,7894237
NVIDIA Corp,NVDA,13/08/2019,291,307,130,205,5877631
Salesforce Inc,CRM,15/08/2019,299,321,54,72,9778284
International Business Machines Corp,IBM,21/08/2019,267,153,405,456,8829429
Meta Platforms Inc,META,31/08/2019,440,200,373,97,6791027
Apple,AAPL,08/09/2019,489,397,343,494,6818379
Alphabet Inc,GOOG,09/09/2019,318,312,380,339,2805990
Apple,AAPL,10/09/2019,369,279,316,451,9812106
Broadcom Inc,AVGO,13/09/2019,399,396,285,366,5084436
Broadcom Inc,AVGO,14/09/2019,281,76,456,403,9447245
Adobe Inc,ADBE,16/09/2019,76,470,139,170,6318365
International Business Machines Corp,IBM,17/09/2019,371,493,258,385,4734614
International Business Machines Corp,IBM,17/09/2019,335,281,141,353,2485317
Microsoft Corporation,MSFT,23/09/2019,435,52,283,428,9070112
Oracle Corp,ORCL,29/09/2019,319,276,114,90,8233184
Oracle Corp,ORCL,02/10/2019,242,440,89,327,5142773
NVIDIA Corp,NVDA,05/10/2019,102,280,132,273,7210007
Adobe Inc,ADBE,18/10/2019,408,221,324,298,9046621
Broadcom Inc,AVGO,20/10/2019,230,195,482,156,3698409
Meta Platforms Inc,META,22/10/2019,104,328,285,254,3501553
International Business Machines Corp,IBM,27/10/2019,131,397,114,452,1813986
Broadcom Inc,AVGO,27/10/2019,137,144,196,456,1879019
Adobe Inc,ADBE,31/10/2019,345,240,289,89,6889013
Salesforce Inc,CRM,02/11/2019,177,446,261,71,5225298
Apple,AAPL,07/11/2019,164,199,251,451,7573585
Meta Platforms Inc,META,11/11/2019,413,222,410,404,6824187
Microsoft Corporation,MSFT,20/11/2019,236,492,357,409,2476304
International Business Machines Corp,IBM,27/11/2019,149,492,73,365,6145109
Meta Platforms Inc,META,27/11/2019,452,160,448,315,9104922
Alphabet Inc,GOOG,04/12/2019,240,294,275,371,1872858
Microsoft Corporation,MSFT,05/12/2019,388,59,154,389,5539419
International Business Machines Corp,IBM,05/12/2019,470,249,121,109,4686239
Adobe Inc,ADBE,08/12/2019,354,417,67,256,8143177
Adobe Inc,ADBE,09/12/2019,253,461,469,215,4440506
Alphabet Inc,GOOG,11/12/2019,202,396,257,457,2813727
Alphabet Inc,GOOG,11/12/2019,56,305,280,418,8306374
Oracle Corp,ORCL,14/12/2019,374,123,445,376,886877
Adobe Inc,ADBE,22/12/2019,144,316,237,89,4424390
Salesforce Inc,CRM,23/12/2019,432,136,297,72,1991800
Adobe Inc,ADBE,24/12/2019,242,114,272,397,6967271
Salesforce Inc,CRM,27/12/2019,102,180,423,315,9718083
Salesforce Inc,CRM,06/01/2020,118,418,340,297,6107173
Salesforce Inc,CRM,07/01/2020,159,475,387,385,3854141
Salesforce Inc,CRM,07/01/2020,309,462,316,286,2430934
Microsoft Corporation,MSFT,08/01/2020,68,306,469,487,6414469
Alphabet Inc,GOOG,01/02/2020,295,122,336,227,9694525
Broadcom Inc,AVGO,10/02/2020,137,147,208,202,8219555
Meta Platforms Inc,META,17/02/2020,136,437,409,348,5135167
International Business Machines Corp,IBM,20/02/2020,447,116,369,248,4994251
Microsoft Corporation,MSFT,22/02/2020,336,162,265,360,4440046
Microsoft Corporation,MSFT,03/03/2020,382,404,267,147,3358114
International Business Machines Corp,IBM,04/03/2020,468,204,496,387,8096004
Apple,AAPL,12/03/2020,96,84,208,344,2683271
NVIDIA Corp,NVDA,19/03/2020,378,453,55,407,8137146
Oracle Corp,ORCL,20/03/2020,89,460,342,368,1849629
Alphabet Inc,GOOG,23/03/2020,260,472,328,175,8573367
Oracle Corp,ORCL,23/03/2020,128,367,241,53,3342227
Alphabet Inc,GOOG,27/03/2020,112,123,153,316,8450280
NVIDIA Corp,NVDA,28/03/2020,432,229,55,467,9097318
Meta Platforms Inc,META,31/03/2020,459,327,173,178,4324600
NVIDIA Corp,NVDA,02/04/2020,208,347,396,485,5590192
Salesforce Inc,CRM,02/04/2020,466,312,163,373,7070941
Apple,AAPL,04/04/2020,396,382,404,254,7512784
Alphabet Inc,GOOG,10/04/2020,196,358,451,309,4050482
Meta Platforms Inc,META,14/04/2020,344,358,455,151,1840702
Microsoft Corporation,MSFT,20/04/2020,287,288,248,157,8397835
International Business Machines Corp,IBM,27/04/2020,366,293,429,334,1147888
NVIDIA Corp,NVDA,07/05/2020,271,272,389,469,2775998
Oracle Corp,ORCL,09/05/2020,227,242,178,294,722185
Microsoft Corporation,MSFT,11/05/2020,267,500,311,65,2843996
Apple,AAPL,14/05/2020,416,465,404,385,2506464
Adobe Inc,ADBE,16/05/2020,453,264,201,128,2743946
Microsoft Corporation,MSFT,16/05/2020,224,260,122,311,8182059
Microsoft Corporation,MSFT,23/05/2020,411,63,480,146,2959114
Alphabet Inc,GOOG,24/05/2020,421,410,89,219,5270302
Microsoft Corporation,MSFT,27/05/2020,136,308,224,78,1828412
Oracle Corp,ORCL,29/05/2020,380,53,149,485,1343500
Meta Platforms Inc,META,30/05/2020,448,260,497,90,3194759
Microsoft Corporation,MSFT,30/05/2020,172,204,254,237,4091437
Apple,AAPL,02/06/2020,71,124,186,280,1063961
Apple,AAPL,03/06/2020,200,222,68,97,911594
NVIDIA Corp,NVDA,09/06/2020,108,237,57,373,8062701
Broadcom Inc,AVGO,12/06/2020,101,63,271,367,3375622
Microsoft Corporation,MSFT,16/06/2020,491,389,335,313,2342870
Alphabet Inc,GOOG,18/06/2020,331,64,296,264,5921492
Meta Platforms Inc,META,23/06/2020,406,496,174,146,5491921
NVIDIA Corp,NVDA,01/07/2020,414,280,432,188,1598587
Meta Platforms Inc,META,01/07/2020,148,162,219,370,6023346
International Business Machines Corp,IBM,02/07/2020,471,215,220,331,4436939
Salesforce Inc,CRM,15/07/2020,426,445,172,133,864204
International Business Machines Corp,IBM,16/07/2020,360,201,411,419,3847319
Broadcom Inc,AVGO,16/07/2020,174,261,231,156,8772306
Oracle Corp,ORCL,19/07/2020,82,402,94,318,8845933
Salesforce Inc,CRM,29/07/2020,287,341,155,357,1941253
Alphabet Inc,GOOG,04/08/2020,242,309,146,94,8210258
International Business Machines Corp,IBM,05/08/2020,124,328,301,310,9206695
Microsoft Corporation,MSFT,06/08/2020,295,355,215,177,2184504
International Business Machines Corp,IBM,08/08/2020,107,273,335,402,6315465
Broadcom Inc,AVGO,14/08/2020,269,340,333,359,2795679
Adobe Inc,ADBE,22/08/2020,96,355,369,465,2979885
Oracle Corp,ORCL,25/08/2020,478,150,60,451,6084193
Adobe Inc,ADBE,25/08/2020,291,68,272,487,7141450
International Business Machines Corp,IBM,28/08/2020,385,100,256,483,4698673
Salesforce Inc,CRM,01/09/2020,226,412,278,232,6437939
International Business Machines Corp,IBM,02/09/2020,55,159,256,83,7957955
Microsoft Corporation,MSFT,08/09/2020,213,270,201,283,1320736
NVIDIA Corp,NVDA,12/09/2020,245,456,78,283,5716231
Apple,AAPL,14/09/2020,491,491,288,245,9569273
Salesforce Inc,CRM,15/09/2020,142,71,331,452,529659
Alphabet Inc,GOOG,19/09/2020,372,109,262,436,3987504
Meta Platforms Inc,META,19/09/2020,259,389,434,298,2319993
Meta Platforms Inc,META,20/09/2020,457,72,54,113,4184256
International Business Machines Corp,IBM,23/09/2020,471,437,423,56,2851449
Alphabet Inc,GOOG,27/09/2020,347,151,377,427,2960219
Alphabet Inc,GOOG,29/09/2020,330,93,56,200,9585031
Alphabet Inc,GOOG,05/10/2020,138,169,342,455,6905975
Microsoft Corporation,MSFT,05/10/2020,447,118,389,465,8680726
Adobe Inc,ADBE,17/10/2020,258,237,226,272,4105908
Broadcom Inc,AVGO,20/10/2020,227,98,72,250,4571910
NVIDIA Corp,NVDA,20/10/2020,215,285,379,463,3145593
Apple,AAPL,22/10/2020,79,175,83,232,9816664
International Business Machines Corp,IBM,23/10/2020,290,289,104,217,598873
Salesforce Inc,CRM,26/10/2020,492,207,430,365,5879502
Oracle Corp,ORCL,28/10/2020,98,302,497,246,3616310
Salesforce Inc,CRM,01/11/2020,467,119,455,299,3211385
Apple,AAPL,01/11/2020,70,182,221,416,8718260
Broadcom Inc,AVGO,01/11/2020,93,485,359,480,6829134
Adobe Inc,ADBE,02/11/2020,101,396,189,365,6454889
Microsoft Corporation,MSFT,11/11/2020,235,165,488,62,6116176
Adobe Inc,ADBE,13/11/2020,253,130,143,442,7272929
Meta Platforms Inc,META,19/11/2020,346,219,239,388,2854645
Broadcom Inc,AVGO,19/11/2020,234,89,269,475,9317032
NVIDIA Corp,NVDA,23/11/2020,325,240,120,154,3097415
Microsoft Corporation,MSFT,28/11/2020,75,333,329,302,1538477
Broadcom Inc,AVGO,29/11/2020,140,169,403,159,2212602
Alphabet Inc,GOOG,30/11/2020,237,243,352,76,6858655
Broadcom Inc,AVGO,06/12/2020,67,300,466,152,3445466
International Business Machines Corp,IBM,06/12/2020,228,259,125,355,1543446
Adobe Inc,ADBE,07/12/2020,441,212,321,165,7559856
NVIDIA Corp,NVDA,07/12/2020,102,432,268,63,8384714
Apple,AAPL,08/12/2020,434,413,151,202,4059354
Meta Platforms Inc,META,11/12/2020,180,215,317,93,2886431
Oracle Corp,ORCL,24/12/2020,206,420,158,131,1974045
Apple,AAPL,27/12/2020,191,462,390,334,6962869
Salesforce Inc,CRM,28/12/2020,452,59,61,452,2453318
International Business Machines Corp,IBM,31/12/2020,320,481,485,472,9544396
Meta Platforms Inc,META,31/12/2020,190,161,344,88,728306
Alphabet Inc,GOOG,01/01/2021,96,430,416,119,7935626
NVIDIA Corp,NVDA,03/01/2021,270,139,210,73,6625729
Adobe Inc,ADBE,04/01/2021,417,222,425,412,5712020
Meta Platforms Inc,META,04/01/2021,190,111,237,238,8039005
Alphabet Inc,GOOG,06/01/2021,186,412,348,273,6765617
Apple,AAPL,06/01/2021,236,136,56,475,3088018
Microsoft Corporation,MSFT,08/01/2021,308,70,398,359,8055429
International Business Machines Corp,IBM,08/01/2021,147,280,421,195,3040940
Apple,AAPL,11/01/2021,69,413,286,473,8671708
Alphabet Inc,GOOG,19/01/2021,242,325,358,495,7946513
Meta Platforms Inc,META,19/01/2021,201,421,144,265,2566174
Microsoft Corporation,MSFT,21/01/2021,222,85,316,235,2624341
Alphabet Inc,GOOG,22/01/2021,414,477,490,125,1763760
Salesforce Inc,CRM,26/01/2021,73,249,401,77,7413835
Broadcom Inc,AVGO,26/01/2021,81,390,182,222,3261081
International Business Machines Corp,IBM,30/01/2021,60,191,461,267,2609023
Alphabet Inc,GOOG,31/01/2021,478,188,102,406,3293477
Apple,AAPL,10/02/2021,194,225,104,239,8273507
Alphabet Inc,GOOG,11/02/2021,78,76,187,78,2730217
Adobe Inc,ADBE,12/02/2021,358,383,210,75,8645740
Microsoft Corporation,MSFT,15/02/2021,367,400,351,243,6930282
NVIDIA Corp,NVDA,16/02/2021,112,234,63,482,579696
Alphabet Inc,GOOG,17/02/2021,109,289,53,233,5897611
Broadcom Inc,AVGO,28/02/2021,143,412,499,430,9432286
Salesforce Inc,CRM,05/03/2021,395,217,128,239,5317291
Adobe Inc,ADBE,12/03/2021,206,180,52,164,741525
Meta Platforms Inc,META,12/03/2021,158,104,329,434,4457228
Apple,AAPL,16/03/2021,185,107,323,470,6722966
Broadcom Inc,AVGO,19/03/2021,420,127,253,65,4942182
Meta Platforms Inc,META,25/03/2021,351,454,389,430,3773060
Meta Platforms Inc,META,27/03/2021,255,436,428,68,1114414
Apple,AAPL,28/03/2021,322,97,321,334,4355495
Meta Platforms Inc,META,29/03/2021,170,173,352,372,8812790
Microsoft Corporation,MSFT,03/04/2021,262,141,445,203,9486243
Meta Platforms Inc,META,05/04/2021,492,489,486,300,5361431
NVIDIA Corp,NVDA,18/04/2021,407,74,388,289,1157414
Adobe Inc,ADBE,20/04/2021,155,108,412,433,4059102
International Business Machines Corp,IBM,20/04/2021,72,281,108,445,1774036
NVIDIA Corp,NVDA,22/04/2021,466,364,149,207,6958989
Broadcom Inc,AVGO,23/04/2021,71,406,262,478,3302869
Oracle Corp,ORCL,27/04/2021,285,424,215,280,4335766
International Business Machines Corp,IBM,28/04/2021,220,177,407,480,3260055
Apple,AAPL,29/04/2021,93,388,405,328,2180826
NVIDIA Corp,NVDA,01/05/2021,361,390,157,73,9593480
NVIDIA Corp,NVDA,02/05/2021,169,304,462,422,8138685
Broadcom Inc,AVGO,04/05/2021,163,446,120,130,5989448
International Business Machines Corp,IBM,09/05/2021,251,136,65,327,8120432
Alphabet Inc,GOOG,10/05/2021,68,368,282,441,7405800
Meta Platforms Inc,META,17/05/2021,260,170,101,193,4944856
International Business Machines Corp,IBM,22/05/2021,408,271,329,453,2971966
Salesforce Inc,CRM,23/05/2021,488,272,53,330,6870638
International Business Machines Corp,IBM,26/05/2021,58,145,404,267,7022112
International Business Machines Corp,IBM,27/05/2021,107,479,292,135,3034673
NVIDIA Corp,NVDA,01/06/2021,144,193,440,136,2041339
Broadcom Inc,AVGO,16/06/2021,406,497,440,224,2584567
Oracle Corp,ORCL,20/06/2021,312,160,371,52,5744496
Alphabet Inc,GOOG,20/06/2021,263,118,81,222,4401123
Alphabet Inc,GOOG,24/06/2021,283,129,457,320,9820032
Apple,AAPL,26/06/2021,140,142,88,497,6346202
NVIDIA Corp,NVDA,28/06/2021,339,315,162,379,6003592
Meta Platforms Inc,META,28/06/2021,124,232,97,221,7531177
NVIDIA Corp,NVDA,01/07/2021,454,305,491,204,4314622
NVIDIA Corp,NVDA,07/07/2021,374,120,287,409,3014796
Apple,AAPL,10/07/2021,256,479,258,396,9520762
Oracle Corp,ORCL,20/07/2021,73,498,364,365,7431125
Microsoft Corporation,MSFT,23/07/2021,144,439,270,221,2142659
Adobe Inc,ADBE,24/07/2021,155,61,456,268,7657253
International Business Machines Corp,IBM,25/07/2021,318,184,175,477,7093043
Meta Platforms Inc,META,29/07/2021,429,146,55,346,7419269
Oracle Corp,ORCL,29/07/2021,109,287,99,204,1027335
Microsoft Corporation,MSFT,04/08/2021,193,375,85,475,2486678
Microsoft Corporation,MSFT,04/08/2021,194,424,196,391,9526098
International Business Machines Corp,IBM,10/08/2021,493,387,457,476,6079984
Salesforce Inc,CRM,12/08/2021,219,415,229,279,6549836
Oracle Corp,ORCL,13/08/2021,157,182,201,82,1919959
Microsoft Corporation,MSFT,14/08/2021,182,136,196,332,3818703
Microsoft Corporation,MSFT,17/08/2021,261,235,343,398,4199011
Microsoft Corporation,MSFT,21/08/2021,210,496,208,287,9302731
Microsoft Corporation,MSFT,21/08/2021,266,335,376,342,7351478
Adobe Inc,ADBE,24/08/2021,131,166,404,314,5975841
Microsoft Corporation,MSFT,27/08/2021,101,148,220,387,5445793
Adobe Inc,ADBE,30/08/2021,136,230,292,309,2324783
Alphabet Inc,GOOG,06/09/2021,271,382,397,442,5166839
Meta Platforms Inc,META,07/09/2021,390,450,380,319,4461198
NVIDIA Corp,NVDA,11/09/2021,443,80,156,449,8811368
Adobe Inc,ADBE,14/09/2021,341,239,411,315,3138296
Salesforce Inc,CRM,16/09/2021,153,472,383,388,5191876
Alphabet Inc,GOOG,16/09/2021,460,84,181,392,9423403
Meta Platforms Inc,META,16/09/2021,430,338,334,172,6250670
Oracle Corp,ORCL,27/09/2021,272,410,330,76,9183780
Broadcom Inc,AVGO,28/09/2021,235,493,304,178,5630986
Broadcom Inc,AVGO,28/09/2021,213,238,407,137,1129356
Microsoft Corporation,MSFT,11/10/2021,345,263,185,69,2167305
Salesforce Inc,CRM,20/10/2021,423,428,303,173,6541042
Salesforce Inc,CRM,20/10/2021,179,272,341,469,3688149
NVIDIA Corp,NVDA,21/10/2021,178,363,295,79,4466116
International Business Machines Corp,IBM,21/10/2021,409,106,219,451,5781641
International Business Machines Corp,IBM,22/10/2021,244,344,404,356,8362058
Salesforce Inc,CRM,25/10/2021,177,334,234,232,895557
Adobe Inc,ADBE,27/10/2021,100,496,387,248,3946242
Broadcom Inc,AVGO,09/11/2021,182,168,391,484,6181054
Apple,AAPL,22/11/2021,212,94,115,329,9496564
Broadcom Inc,AVGO,22/11/2021,266,373,483,352,8469923
Salesforce Inc,CRM,09/12/2021,442,322,187,300,2672182
Oracle Corp,ORCL,09/12/2021,54,134,370,306,9379949
Oracle Corp,ORCL,10/12/2021,171,235,94,99,1715902
NVIDIA Corp,NVDA,14/12/2021,339,499,121,276,5542074
Microsoft Corporation,MSFT,21/12/2021,98,114,496,145,8651847
Oracle Corp,ORCL,23/12/2021,417,65,174,144,9999158
Adobe Inc,ADBE,25/12/2021,334,499,399,188,8848839
International Business Machines Corp,IBM,25/12/2021,239,111,84,176,9936448
Oracle Corp,ORCL,26/12/2021,334,468,217,395,3812260
International Business Machines Corp,IBM,07/01/2022,325,431,396,139,7006805
Salesforce Inc,CRM,09/01/2022,217,322,234,114,9124668
Salesforce Inc,CRM,10/01/2022,192,236,193,384,4341875
Adobe Inc,ADBE,10/01/2022,245,382,235,339,9666513
Salesforce Inc,CRM,11/01/2022,175,160,384,201,8793685
Meta Platforms Inc,META,13/01/2022,405,135,106,348,2712083
Oracle Corp,ORCL,15/01/2022,341,380,290,265,5540933
Salesforce Inc,CRM,16/01/2022,419,170,71,93,2816766
NVIDIA Corp,NVDA,18/01/2022,164,329,194,271,8581876
Meta Platforms Inc,META,23/01/2022,488,371,328,433,5220810
Apple,AAPL,01/02/2022,267,444,187,379,9833594
Microsoft Corporation,MSFT,05/02/2022,322,269,330,93,4083732
Alphabet Inc,GOOG,06/02/2022,290,269,183,192,2803823
NVIDIA Corp,NVDA,22/02/2022,140,318,260,299,9465067
International Business Machines Corp,IBM,28/02/2022,150,366,331,188,1702849
Apple,AAPL,05/03/2022,150,122,398,237,9328375
NVIDIA Corp,NVDA,08/03/2022,374,404,394,293,742271
Apple,AAPL,12/03/2022,221,447,146,364,3044537
NVIDIA Corp,NVDA,14/03/2022,368,214,88,257,5356722
NVIDIA Corp,NVDA,15/03/2022,437,437,109,316,6062640
Meta Platforms Inc,META,15/03/2022,167,489,250,441,3622158
Adobe Inc,ADBE,18/03/2022,106,347,213,389,9962849
NVIDIA Corp,NVDA,22/03/2022,372,254,430,67,3072608
Meta Platforms Inc,META,29/03/2022,455,108,98,108,7475062
NVIDIA Corp,NVDA,31/03/2022,164,285,321,209,5490901
Meta Platforms Inc,META,01/04/2022,402,286,375,354,1499032
Oracle Corp,ORCL,07/04/2022,173,245,291,258,2868016
NVIDIA Corp,NVDA,15/04/2022,436,429,312,350,5145168
Microsoft Corporation,MSFT,16/04/2022,99,272,64,204,2137343
Oracle Corp,ORCL,18/04/2022,139,446,140,387,3759031
Oracle Corp,ORCL,18/04/2022,265,275,308,137,4716814
Microsoft Corporation,MSFT,01/05/2022,338,451,148,276,2670728
Broadcom Inc,AVGO,05/05/2022,206,308,305,209,3203650
Apple,AAPL,06/05/2022,387,272,482,282,5135445
Adobe Inc,ADBE,19/05/2022,391,335,420,415,6322746
Alphabet Inc,GOOG,19/05/2022,481,347,497,451,2272268
International Business Machines Corp,IBM,21/05/2022,320,261,263,427,9839981
Meta Platforms Inc,META,24/05/2022,310,256,76,483,5852758
Apple,AAPL,26/05/2022,484,484,479,53,5670391
NVIDIA Corp,NVDA,29/05/2022,475,482,358,355,7266936
Broadcom Inc,AVGO,31/05/2022,348,415,291,427,8145848
Adobe Inc,ADBE,05/06/2022,416,253,364,195,8493111
Oracle Corp,ORCL,07/06/2022,79,227,397,333,6742924
Adobe Inc,ADBE,16/06/2022,64,402,255,328,8084819
Microsoft Corporation,MSFT,18/06/2022,426,325,377,376,559517
International Business Machines Corp,IBM,25/06/2022,226,288,230,286,8010446
Oracle Corp,ORCL,02/07/2022,282,119,64,83,6496667
Microsoft Corporation,MSFT,04/07/2022,495,402,299,359,4627371
Broadcom Inc,AVGO,04/07/2022,302,230,154,262,9983226
Apple,AAPL,06/07/2022,178,321,475,441,7736067
Oracle Corp,ORCL,11/07/2022,471,286,228,431,5452005
Salesforce Inc,CRM,13/07/2022,201,345,64,335,1308203
Broadcom Inc,AVGO,20/07/2022,453,438,324,201,7904307
Salesforce Inc,CRM,25/07/2022,247,454,468,479,9482213
NVIDIA Corp,NVDA,26/07/2022,423,383,485,320,8473080
Microsoft Corporation,MSFT,30/07/2022,167,451,85,416,8056881
Alphabet Inc,GOOG,08/08/2022,173,60,212,420,2123668
Alphabet Inc,GOOG,09/08/2022,109,135,88,258,4370474
Apple,AAPL,25/08/2022,144,307,309,105,9555582
Salesforce Inc,CRM,26/08/2022,483,103,111,410,7327808
Oracle Corp,ORCL,26/08/2022,321,427,83,182,1889598
Adobe Inc,ADBE,30/08/2022,118,328,142,136,3633986
NVIDIA Corp,NVDA,12/09/2022,147,252,312,347,8848421
International Business Machines Corp,IBM,13/09/2022,478,67,307,323,9264968
Salesforce Inc,CRM,20/09/2022,336,296,242,200,3768340
Alphabet Inc,GOOG,21/09/2022,404,413,300,238,9205859
Broadcom Inc,AVGO,23/09/2022,476,118,209,222,1261774
NVIDIA Corp,NVDA,01/10/2022,77,344,444,155,9754607
Salesforce Inc,CRM,04/10/2022,378,342,393,77,2614774
Meta Platforms Inc,META,05/10/2022,315,67,76,452,3031280
Salesforce Inc,CRM,05/10/2022,324,462,309,469,4138467
Apple,AAPL,13/10/2022,347,358,344,340,2470195
Oracle Corp,ORCL,16/10/2022,496,294,336,425,1177834
Oracle Corp,ORCL,21/10/2022,431,406,269,286,5139277
Meta Platforms Inc,META,21/10/2022,256,57,269,67,5914467
Alphabet Inc,GOOG,24/10/2022,300,179,177,227,8877732
Broadcom Inc,AVGO,27/10/2022,109,372,61,196,7022028
Oracle Corp,ORCL,30/10/2022,80,233,466,202,9644355
Broadcom Inc,AVGO,10/11/2022,391,289,102,183,8136500
Alphabet Inc,GOOG,13/11/2022,293,152,306,272,3512175
Salesforce Inc,CRM,19/11/2022,129,427,336,100,6027737
Alphabet Inc,GOOG,23/11/2022,481,83,96,352,3307060
International Business Machines Corp,IBM,25/11/2022,248,329,469,420,1035116
Salesforce Inc,CRM,29/11/2022,262,117,261,80,5879336
Apple,AAPL,13/12/2022,181,351,51,300,2054145
Salesforce Inc,CRM,16/12/2022,258,83,175,108,1250187
Oracle Corp,ORCL,16/12/2022,249,452,194,427,4608525
International Business Machines Corp,IBM,17/12/2022,89,327,173,159,2800087
Microsoft Corporation,MSFT,23/12/2022,458,159,225,450,4534774
NVIDIA Corp,NVDA,27/12/2022,258,151,461,130,2959468
Meta Platforms Inc,META,01/01/2023,418,387,106,347,3527762
Adobe Inc,ADBE,01/01/2023,423,74,457,90,4318991
NVIDIA Corp,NVDA,11/01/2023,464,172,186,234,2839319
Salesforce Inc,CRM,13/01/2023,394,350,284,360,1163099
Salesforce Inc,CRM,27/01/2023,300,379,430,346,512453
Broadcom Inc,AVGO,29/01/2023,368,314,196,247,9332869
Apple,AAPL,03/02/2023,215,412,496,339,7888510
Apple,AAPL,03/02/2023,387,353,473,116,2513957
Meta Platforms Inc,META,05/02/2023,78,278,387,307,4713483
Microsoft Corporation,MSFT,19/02/2023,111,337,373,79,4521391
Apple,AAPL,21/02/2023,439,471,208,371,882251
Adobe Inc,ADBE,24/02/2023,429,330,419,154,1222153
Apple,AAPL,26/02/2023,259,221,208,280,8093598
Oracle Corp,ORCL,27/02/2023,141,328,419,196,5845942
Alphabet Inc,GOOG,03/03/2023,455,85,340,113,6622625
Oracle Corp,ORCL,03/03/2023,324,275,126,105,9146166
Adobe Inc,ADBE,12/03/2023,151,159,435,423,5937140
Alphabet Inc,GOOG,14/03/2023,147,497,411,295,6981095
Alphabet Inc,GOOG,19/03/2023,497,424,210,491,2294158
Meta Platforms Inc,META,22/03/2023,186,406,57,480,5796070
Adobe Inc,ADBE,25/03/2023,492,402,489,193,1299929
Alphabet Inc,GOOG,27/03/2023,404,235,317,437,8951411
Adobe Inc,ADBE,03/04/2023,183,369,225,207,6815618
Oracle Corp,ORCL,05/04/2023,105,392,274,242,3543872
International Business Machines Corp,IBM,05/04/2023,54,477,211,212,3847913
Broadcom Inc,AVGO,06/04/2023,293,387,75,76,7122373
Alphabet Inc,GOOG,07/04/2023,493,411,161,430,7963907
Oracle Corp,ORCL,09/04/2023,444,58,214,426,1014251
Apple,AAPL,09/04/2023,481,163,414,210,8995900
International Business Machines Corp,IBM,15/04/2023,236,419,208,100,2225393
Apple,AAPL,16/04/2023,203,186,370,340,3040608
NVIDIA Corp,NVDA,16/04/2023,152,465,480,140,1664301
NVIDIA Corp,NVDA,17/04/2023,234,157,391,122,2655457
Salesforce Inc,CRM,17/04/2023,389,382,442,244,5292927
Microsoft Corporation,MSFT,20/04/2023,415,293,209,310,1803049
Apple,AAPL,21/04/2023,471,260,217,71,9010039
International Business Machines Corp,IBM,24/04/2023,225,220,465,439,2278243
Meta Platforms Inc,META,30/04/2023,294,74,301,271,9163802
Apple,AAPL,01/05/2023,76,199,424,484,4673130
Oracle Corp,ORCL,02/05/2023,415,321,180,92,2146824
Alphabet Inc,GOOG,03/05/2023,103,492,304,198,7389356
Adobe Inc,ADBE,04/05/2023,88,53,185,226,774797
Broadcom Inc,AVGO,10/05/2023,458,415,443,170,4580349
NVIDIA Corp,NVDA,10/05/2023,188,300,266,128,3758653
Meta Platforms Inc,META,10/05/2023,405,187,149,279,3878074
International Business Machines Corp,IBM,13/05/2023,354,371,58,309,9016751
International Business Machines Corp,IBM,16/05/2023,110,191,221,110,8755981
Alphabet Inc,GOOG,17/05/2023,382,107,274,246,6000597
Apple,AAPL,18/05/2023,101,297,446,487,6117610
Broadcom Inc,AVGO,03/06/2023,370,307,364,152,2021196
Alphabet Inc,GOOG,04/06/2023,284,121,266,242,6035903
Apple,AAPL,08/06/2023,189,285,54,208,9399809
Salesforce Inc,CRM,15/06/2023,97,175,440,247,8770903
NVIDIA Corp,NVDA,18/06/2023,201,129,328,228,8377779
Oracle Corp,ORCL,24/06/2023,148,273,493,473,6723042
Adobe Inc,ADBE,25/06/2023,311,141,133,360,6102569
Microsoft Corporation,MSFT,27/06/2023,250,359,73,136,2877091
Microsoft Corporation,MSFT,02/07/2023,226,351,414,493,2367152
Salesforce Inc,CRM,10/07/2023,65,318,126,256,8575874
Adobe Inc,ADBE,16/07/2023,411,179,158,471,4262145
Alphabet Inc,GOOG,23/07/2023,438,309,377,467,9706296
Microsoft Corporation,MSFT,25/07/2023,381,328,80,269,8120606
Oracle Corp,ORCL,26/07/2023,464,266,116,279,589009
NVIDIA Corp,NVDA,31/07/2023,226,448,57,252,7161449
Salesforce Inc,CRM,06/08/2023,287,427,67,492,8963779
Broadcom Inc,AVGO,10/08/2023,201,248,165,401,633558
Meta Platforms Inc,META,13/08/2023,241,480,332,453,1615668
Microsoft Corporation,MSFT,16/08/2023,491,440,81,494,8952903
Oracle Corp,ORCL,19/08/2023,53,146,167,92,6440595
Microsoft Corporation,MSFT,28/08/2023,185,204,234,94,4718579
