Company Name,Symbol,Date,Open Price,Close Price,High Price,Low Price,Volume
AbbVie Inc,ABBV,07/05/2019,447,161,165,437,8557036
Merck & Co,MRK,08/05/2019,155,461,308,181,4032032
Eli Lilly and Company,LLY,08/05/2019,203,117,135,61,5756812
Amgen Inc,AMGN,19/05/2019,249,269,114,250,6637336
Abbott Laboratories,ABT,27/05/2019,318,438,178,60,7379549
Merck & Co,MRK,28/05/2019,290,334,120,155,7105493
Bristol-Myers Squibb Company,BMY,03/06/2019,73,131,315,168,1079796
Merck & Co,MRK,05/06/2019,319,264,404,172,3115018
Pfizer Inc,PFE,10/06/2019,114,218,283,357,4940869
AbbVie Inc,ABBV,20/06/2019,248,296,352,300,6594437
Pfizer Inc,PFE,28/06/2019,199,464,89,142,2196284
Pfizer Inc,PFE,05/07/2019,256,372,343,300,1388274
Bristol-Myers Squibb Company,BMY,23/07/2019,418,442,445,305,5870730
Johnson & Johnson,JNJ,25/07/2019,182,371,218,140,3170126
UnitedHealth Group Incorporated,UNH,29/07/2019,137,149,282,412,9003581
Abbott Laboratories,ABT,30/07/2019,469,477,372,409,6111852
UnitedHealth Group Incorporated,UNH,06/08/2019,476,259,125,133,8715583
Abbott Laboratories,ABT,08/08/2019,87,172,488,295,791159
Amgen Inc,AMGN,13/08/2019,464,408,406,90,4747642
Bristol-Myers Squibb Company,BMY,15/08/2019,134,175,482,399,7634679
UnitedHealth Group Incorporated,UNH,22/08/2019,122,76,293,487,7273333
UnitedHealth Group Incorporated,UNH,24/08/2019,272,472,289,460,4395477
AbbVie Inc,ABBV,30/08/2019,84,293,311,220,8662016
Boston Scientific Corporation,BSX,04/09/2019,261,101,139,364,3943761
Amgen Inc,AMGN,06/09/2019,293,432,313,404,8708649
UnitedHealth Group Incorporated,UNH,09/09/2019,441,151,351,220,4349071
Boston Scientific Corporation,BSX,11/09/2019,372,330,343,72,2924576
Merck & Co,MRK,11/09/2019,426,56,345,171,7485056
Merck & Co,MRK,16/09/2019,158,324,348,417,8445469
Johnson & Johnson,JNJ,17/09/2019,63,487,383,59,9996404
Merck & Co,MRK,18/09/2019,76,407,100,61,605072
Pfizer Inc,PFE,20/09/2019,309,206,305,263,6461625
AbbVie Inc,ABBV,21/09/2019,228,99,442,73,1063738
Bristol-Myers Squibb Company,BMY,21/09/2019,379,436,136,329,3278926
Eli Lilly and Company,LLY,22/09/2019,399,357,283,214,5310335
UnitedHealth Group Incorporated,UNH,30/09/2019,177,205,194,79,4598808
UnitedHealth Group Incorporated,UNH,01/10/2019,430,487,208,240,4130354
UnitedHealth Group Incorporated,UNH,04/10/2019,497,81,133,269,633889
Pfizer Inc,PFE,04/10/2019,451,135,428,437,7233363
Abbott Laboratories,ABT,06/10/2019,327,369,492,320,2541074
Eli Lilly and Company,LLY,08/10/2019,312,154,461,267,8291156
Amgen Inc,AMGN,14/10/2019,472,183,160,204,1461256
AbbVie Inc,ABBV,16/10/2019,319,147,388,207,4871080
Amgen Inc,AMGN,19/10/2019,375,183,210,132,6273560
Abbott Laboratories,ABT,22/10/2019,209,328,422,160,4074805
Eli Lilly and Company,LLY,24/10/2019,438,399,322,179,9275073
Amgen Inc,AMGN,24/10/2019,278,430,320,154,1305987
Pfizer Inc,PFE,26/10/2019,216,382,277,152,1404029
Pfizer Inc,PFE,27/10/2019,418,368,61,58,9451681
AbbVie Inc,ABBV,31/10/2019,118,282,324,119,4967455
UnitedHealth Group Incorporated,UNH,06/11/2019,276,275,319,299,6791871
Bristol-Myers Squibb Company,BMY,06/11/2019,278,298,260,326,3404543
Johnson & Johnson,JNJ,08/11/2019,290,201,53,208,8081718
Merck & Co,MRK,10/11/2019,435,399,397,232,8880252
Boston Scientific Corporation,BSX,12/11/2019,450,349,491,300,1460442
Johnson & Johnson,JNJ,17/11/2019,355,128,496,312,6775377
Abbott Laboratories,ABT,21/11/2019,418,91,203,76,2087706
Pfizer Inc,PFE,21/11/2019,325,80,424,371,6579014
Abbott Laboratories,ABT,29/11/2019,126,375,418,209,5604480
AbbVie Inc,ABBV,28/12/2019,200,221,290,488,941429
UnitedHealth Group Incorporated,UNH,29/12/2019,122,367,324,242,6189713
Bristol-Myers Squibb Company,BMY,02/01/2020,290,274,485,200,6014639
AbbVie Inc,ABBV,03/01/2020,100,422,56,385,1191515
Boston Scientific Corporation,BSX,09/01/2020,294,432,436,381,3889257
Eli Lilly and Company,LLY,09/01/2020,424,255,379,248,2898638
Johnson & Johnson,JNJ,11/01/2020,192,137,222,176,2599771
Eli Lilly and Company,LLY,15/01/2020,284,186,69,161,1247407
Abbott Laboratories,ABT,16/01/2020,479,85,366,491,6670941
Merck & Co,MRK,19/01/2020,135,463,335,376,6643595
Abbott Laboratories,ABT,21/01/2020,300,132,277,493,3486970
Johnson & Johnson,JNJ,22/01/2020,433,450,87,494,5551742
Abbott Laboratories,ABT,23/01/2020,105,320,157,174,5037569
Boston Scientific Corporation,BSX,26/01/2020,495,487,476,122,9533884
Merck & Co,MRK,08/02/2020,147,214,120,300,2993375
Bristol-Myers Squibb Company,BMY,09/02/2020,142,310,434,242,4775691
Bristol-Myers Squibb Company,BMY,12/02/2020,283,227,346,80,1892387
Amgen Inc,AMGN,17/02/2020,301,466,87,164,3586084
UnitedHealth Group Incorporated,UNH,17/02/2020,154,429,254,93,5315433
Merck & Co,MRK,20/02/2020,446,134,241,242,2640129
Amgen Inc,AMGN,21/02/2020,68,238,486,299,2022793
AbbVie Inc,ABBV,24/02/2020,159,435,417,110,9782547
Pfizer Inc,PFE,25/02/2020,332,110,114,290,6468276
AbbVie Inc,ABBV,02/03/2020,193,450,308,121,5278644
Boston Scientific Corporation,BSX,04/03/2020,257,56,353,402,5467690
AbbVie Inc,ABBV,15/03/2020,315,353,273,186,1565491
UnitedHealth Group Incorporated,UNH,23/03/2020,248,133,473,310,2251883
Eli Lilly and Company,LLY,24/03/2020,156,360,248,469,3463006
Eli Lilly and Company,LLY,28/03/2020,291,320,390,50,6994245
Abbott Laboratories,ABT,29/03/2020,210,173,71,224,8143850
Pfizer Inc,PFE,30/03/2020,206,267,452,148,9024761
Bristol-Myers Squibb Company,BMY,30/03/2020,419,260,491,380,2205711
Boston Scientific Corporation,BSX,30/03/2020,227,400,361,383,3857166
UnitedHealth Group Incorporated,UNH,06/04/2020,378,64,188,236,2550332
Abbott Laboratories,ABT,16/04/2020,470,199,313,359,8274362
Amgen Inc,AMGN,01/05/2020,168,427,190,475,2295592
Pfizer Inc,PFE,05/05/2020,203,495,112,96,2642995
Eli Lilly and Company,LLY,10/05/2020,56,498,94,170,7932117
Boston Scientific Corporation,BSX,11/05/2020,313,342,172,74,7556850
Bristol-Myers Squibb Company,BMY,13/05/2020,396,485,161,61,3443528
Amgen Inc,AMGN,16/05/2020,467,171,258,229,9478217
Johnson & Johnson,JNJ,22/05/2020,407,379,255,150,6472698
Boston Scientific Corporation,BSX,02/06/2020,97,196,167,378,9593499
Boston Scientific Corporation,BSX,03/06/2020,243,295,69,263,3811456
Amgen Inc,AMGN,05/06/2020,121,126,187,104,6733443
Amgen Inc,AMGN,09/06/2020,460,497,124,420,4676510
Boston Scientific Corporation,BSX,12/06/2020,141,478,289,206,4212228
Eli Lilly and Company,LLY,14/06/2020,398,178,112,377,5918519
UnitedHealth Group Incorporated,UNH,17/06/2020,433,123,191,190,7872566
Merck & Co,MRK,23/06/2020,125,364,260,351,4451353
Abbott Laboratories,ABT,01/07/2020,208,373,285,109,7103755
Eli Lilly and Company,LLY,14/07/2020,181,75,107,422,9763076
Eli Lilly and Company,LLY,14/07/2020,82,279,66,156,9664149
Pfizer Inc,PFE,16/07/2020,481,78,109,334,5975480
Merck & Co,MRK,18/07/2020,200,485,156,185,2474977
Johnson & Johnson,JNJ,19/07/2020,292,118,283,131,5534028
AbbVie Inc,ABBV,21/07/2020,119,354,78,246,8196013
Eli Lilly and Company,LLY,23/07/2020,473,297,358,115,7496244
Boston Scientific Corporation,BSX,24/07/2020,316,163,476,212,4476570
Merck & Co,MRK,25/07/2020,457,89,319,62,8850714
Eli Lilly and Company,LLY,04/08/2020,235,159,488,338,7789221
Pfizer Inc,PFE,06/08/2020,275,99,222,183,3921630
Amgen Inc,AMGN,07/08/2020,255,192,227,273,2399927
Johnson & Johnson,JNJ,15/08/2020,177,332,398,400,8358710
Amgen Inc,AMGN,17/08/2020,365,243,485,479,6808618
Pfizer Inc,PFE,20/08/2020,420,341,96,247,6594436
UnitedHealth Group Incorporated,UNH,27/08/2020,295,73,483,427,8876296
Eli Lilly and Company,LLY,30/08/2020,152,291,292,70,9654454
Boston Scientific Corporation,BSX,31/08/2020,66,53,490,248,2781714
Boston Scientific Corporation,BSX,01/09/2020,484,311,92,355,5389068
Johnson & Johnson,JNJ,02/09/2020,192,244,484,414,8398752
UnitedHealth Group Incorporated,UNH,14/09/2020,454,279,94,53,2999474
Pfizer Inc,PFE,14/09/2020,246,132,463,432,3496521
Boston Scientific Corporation,BSX,25/09/2020,211,166,116,101,662026
Merck & Co,MRK,28/09/2020,313,177,252,360,6500936
UnitedHealth Group Incorporated,UNH,04/10/2020,114,106,464,146,3661505
UnitedHealth Group Incorporated,UNH,17/10/2020,345,419,386,53,2291438
AbbVie Inc,ABBV,20/10/2020,67,143,195,484,9159030
Abbott Laboratories,ABT,21/10/2020,463,254,329,342,8627311
AbbVie Inc,ABBV,21/10/2020,325,88,216,120,1948853
Merck & Co,MRK,21/10/2020,77,397,160,232,9601195
Bristol-Myers Squibb Company,BMY,23/10/2020,134,344,350,127,6332969
Bristol-Myers Squibb Company,BMY,25/10/2020,151,487,215,249,709945
Bristol-Myers Squibb Company,BMY,26/10/2020,189,429,356,95,5002259
Merck & Co,MRK,26/10/2020,225,466,367,354,1596476
Eli Lilly and Company,LLY,02/11/2020,262,457,390,80,1105172
Pfizer Inc,PFE,03/11/2020,251,180,291,121,725716
AbbVie Inc,ABBV,08/11/2020,156,332,176,366,5482661
AbbVie Inc,ABBV,11/11/2020,461,408,414,87,7971403
Abbott Laboratories,ABT,13/11/2020,65,417,307,221,6162799
Boston Scientific Corporation,BSX,19/11/2020,60,90,227,498,5487692
UnitedHealth Group Incorporated,UNH,20/11/2020,190,91,100,100,4540413
AbbVie Inc,ABBV,25/11/2020,290,358,427,280,6101691
Pfizer Inc,PFE,02/12/2020,138,322,477,412,5541257
AbbVie Inc,ABBV,11/12/2020,175,74,71,347,7366390
UnitedHealth Group Incorporated,UNH,12/12/2020,245,185,401,413,5875967
Bristol-Myers Squibb Company,BMY,21/12/2020,244,312,467,244,9348981
Abbott Laboratories,ABT,27/12/2020,181,145,416,287,5490147
Abbott Laboratories,ABT,29/12/2020,362,288,386,354,6631305
Johnson & Johnson,JNJ,03/01/2021,356,275,455,358,9136429
UnitedHealth Group Incorporated,UNH,06/01/2021,399,386,492,180,8173294
Pfizer Inc,PFE,08/01/2021,102,387,345,475,5434236
UnitedHealth Group Incorporated,UNH,12/01/2021,470,261,295,184,6080292
Pfizer Inc,PFE,18/01/2021,85,187,311,295,3802797
Abbott Laboratories,ABT,20/01/2021,345,58,103,289,6161197
UnitedHealth Group Incorporated,UNH,21/01/2021,356,162,391,103,7240287
Abbott Laboratories,ABT,26/01/2021,163,134,216,424,9588724
AbbVie Inc,ABBV,29/01/2021,388,103,210,474,2650562
Abbott Laboratories,ABT,30/01/2021,170,348,230,193,6367984
UnitedHealth Group Incorporated,UNH,08/02/2021,432,340,224,345,3867640
Pfizer Inc,PFE,09/02/2021,201,225,138,359,9719291
Abbott Laboratories,ABT,14/02/2021,468,451,418,205,3750135
Boston Scientific Corporation,BSX,14/02/2021,265,215,301,220,9132184
Johnson & Johnson,JNJ,17/02/2021,178,140,173,69,4301859
Boston Scientific Corporation,BSX,23/02/2021,62,476,100,388,4978020
Bristol-Myers Squibb Company,BMY,03/03/2021,86,197,256,372,6592652
Merck & Co,MRK,04/03/2021,150,318,61,219,1570375
Abbott Laboratories,ABT,11/03/2021,241,244,483,389,503128
Bristol-Myers Squibb Company,BMY,19/03/2021,83,455,93,261,6772138
UnitedHealth Group Incorporated,UNH,19/03/2021,271,92,329,219,5131208
Eli Lilly and Company,LLY,19/03/2021,181,212,87,478,6532837
Abbott Laboratories,ABT,20/03/2021,466,135,146,184,3794033
Merck & Co,MRK,20/03/2021,105,68,314,476,2258960
Johnson & Johnson,JNJ,20/03/2021,405,398,157,383,6776789
Pfizer Inc,PFE,24/03/2021,464,499,343,375,3068087
Abbott Laboratories,ABT,26/03/2021,148,174,494,482,6825089
Eli Lilly and Company,LLY,01/04/2021,118,54,323,402,5601248
Bristol-Myers Squibb Company,BMY,03/04/2021,336,287,465,355,7303041
Pfizer Inc,PFE,11/04/2021,393,481,329,194,6428215
Boston Scientific Corporation,BSX,17/04/2021,338,87,374,100,9042201
Amgen Inc,AMGN,19/04/2021,275,413,433,266,2395028
Merck & Co,MRK,20/04/2021,116,406,249,237,6750631
Boston Scientific Corporation,BSX,23/04/2021,315,240,486,253,6208724
Pfizer Inc,PFE,25/04/2021,486,248,424,139,9962798
UnitedHealth Group Incorporated,UNH,25/04/2021,250,454,478,68,4829866
Merck & Co,MRK,04/05/2021,153,352,219,294,8629116
Bristol-Myers Squibb Company,BMY,07/05/2021,280,420,379,451,4959977
Pfizer Inc,PFE,12/05/2021,321,447,283,83,7608329
Boston Scientific Corporation,BSX,13/05/2021,374,494,195,282,6082843
AbbVie Inc,ABBV,13/05/2021,176,409,90,115,1677602
Boston Scientific Corporation,BSX,14/05/2021,335,360,433,239,8897730
Abbott Laboratories,ABT,17/05/2021,414,329,67,436,6163012
Merck & Co,MRK,18/05/2021,443,490,411,119,2124998
Boston Scientific Corporation,BSX,18/05/2021,500,241,223,401,9444596
Amgen Inc,AMGN,02/06/2021,153,155,71,416,944497
Eli Lilly and Company,LLY,03/06/2021,239,469,492,214,8317317
Abbott Laboratories,ABT,03/06/2021,69,302,261,228,5884332
Pfizer Inc,PFE,07/06/2021,251,159,250,67,3296930
UnitedHealth Group Incorporated,UNH,09/06/2021,71,292,355,369,2788728
UnitedHealth Group Incorporated,UNH,09/06/2021,311,226,260,488,8582439
Boston Scientific Corporation,BSX,15/06/2021,329,64,441,353,7098407
Pfizer Inc,PFE,22/06/2021,83,477,237,479,1367617
Amgen Inc,AMGN,24/06/2021,137,151,387,293,4564326
Eli Lilly and Company,LLY,25/06/2021,180,303,177,474,3980516
Johnson & Johnson,JNJ,25/06/2021,280,489,327,256,6181133
Pfizer Inc,PFE,13/07/2021,494,496,336,96,3596494
Boston Scientific Corporation,BSX,15/07/2021,417,451,484,302,1190459
AbbVie Inc,ABBV,18/07/2021,483,173,128,315,1727856
Pfizer Inc,PFE,19/07/2021,419,76,422,307,2880141
UnitedHealth Group Incorporated,UNH,20/07/2021,226,291,80,336,773976
Abbott Laboratories,ABT,27/07/2021,193,312,124,464,3090667
Johnson & Johnson,JNJ,13/08/2021,123,283,406,285,8093041
Johnson & Johnson,JNJ,14/08/2021,370,213,421,499,2929665
Johnson & Johnson,JNJ,16/08/2021,161,482,245,356,7143305
Merck & Co,MRK,25/08/2021,100,250,172,400,6996308
Merck & Co,MRK,27/08/2021,195,316,218,92,4554300
AbbVie Inc,ABBV,31/08/2021,397,288,408,466,7964431
Bristol-Myers Squibb Company,BMY,03/09/2021,488,452,486,410,6619464
Boston Scientific Corporation,BSX,07/09/2021,282,255,419,122,9066801
UnitedHealth Group Incorporated,UNH,10/09/2021,368,463,256,306,3644643
Bristol-Myers Squibb Company,BMY,15/09/2021,283,369,372,311,9833871
UnitedHealth Group Incorporated,UNH,17/09/2021,368,239,344,303,4902237
Bristol-Myers Squibb Company,BMY,19/09/2021,220,306,385,280,7881536
Boston Scientific Corporation,BSX,26/09/2021,68,395,86,289,5607580
Johnson & Johnson,JNJ,08/10/2021,305,415,110,234,8771511
Merck & Co,MRK,10/10/2021,101,66,319,236,3971891
Bristol-Myers Squibb Company,BMY,14/10/2021,270,369,228,449,4275090
AbbVie Inc,ABBV,27/10/2021,500,238,241,456,7749414
AbbVie Inc,ABBV,27/10/2021,112,206,92,383,6154625
Eli Lilly and Company,LLY,27/10/2021,445,394,183,59,3822985
Abbott Laboratories,ABT,11/11/2021,487,363,347,298,6795943
Boston Scientific Corporation,BSX,13/11/2021,469,238,234,449,8351317
UnitedHealth Group Incorporated,UNH,13/11/2021,51,414,55,83,9138314
Abbott Laboratories,ABT,16/11/2021,201,211,169,222,7902323
Pfizer Inc,PFE,21/11/2021,163,453,319,54,6792161
UnitedHealth Group Incorporated,UNH,23/11/2021,277,457,93,331,4586728
Johnson & Johnson,JNJ,26/11/2021,149,209,57,66,4260470
AbbVie Inc,ABBV,30/11/2021,268,436,316,363,7399955
Amgen Inc,AMGN,01/12/2021,374,61,468,427,2112966
Amgen Inc,AMGN,05/12/2021,401,496,54,329,8377952
UnitedHealth Group Incorporated,UNH,10/12/2021,383,322,109,104,2130873
Amgen Inc,AMGN,14/12/2021,181,227,470,418,3321685
AbbVie Inc,ABBV,26/12/2021,80,193,413,352,7689568
Bristol-Myers Squibb Company,BMY,29/12/2021,105,214,399,263,3750598
Boston Scientific Corporation,BSX,31/12/2021,229,405,240,212,8353730
AbbVie Inc,ABBV,04/01/2022,377,74,265,422,9734612
Johnson & Johnson,JNJ,11/01/2022,328,373,67,127,3182386
UnitedHealth Group Incorporated,UNH,18/01/2022,168,222,61,324,7207446
Johnson & Johnson,JNJ,23/01/2022,106,316,380,196,6660209
Eli Lilly and Company,LLY,25/01/2022,420,55,168,439,1713239
Bristol-Myers Squibb Company,BMY,30/01/2022,157,295,56,302,1893976
UnitedHealth Group Incorporated,UNH,01/02/2022,235,219,329,103,8081990
Merck & Co,MRK,03/02/2022,62,344,448,140,5970925
Amgen Inc,AMGN,07/02/2022,75,356,466,321,5844344
Bristol-Myers Squibb Company,BMY,12/02/2022,480,472,416,232,8435838
AbbVie Inc,ABBV,12/02/2022,480,334,337,473,9233648
Bristol-Myers Squibb Company,BMY,17/02/2022,95,128,388,276,5105854
Bristol-Myers Squibb Company,BMY,18/02/2022,456,312,340,155,8085205
Pfizer Inc,PFE,20/02/2022,137,84,494,149,2610477
Merck & Co,MRK,20/02/2022,346,177,453,259,7812340
AbbVie Inc,ABBV,21/02/2022,353,247,438,303,5940400
AbbVie Inc,ABBV,25/02/2022,243,227,427,436,7563600
AbbVie Inc,ABBV,27/02/2022,257,145,378,257,9273915
Abbott Laboratories,ABT,03/03/2022,366,431,62,440,2697586
Pfizer Inc,PFE,05/03/2022,429,354,186,72,7969844
UnitedHealth Group Incorporated,UNH,07/03/2022,405,385,423,375,8253097
AbbVie Inc,ABBV,10/03/2022,494,310,244,52,4403639
Pfizer Inc,PFE,11/03/2022,329,274,125,447,9117262
Eli Lilly and Company,LLY,17/03/2022,119,376,82,339,9605460
Pfizer Inc,PFE,19/03/2022,474,398,486,290,846943
Abbott Laboratories,ABT,21/03/2022,366,142,74,326,4165390
Bristol-Myers Squibb Company,BMY,24/03/2022,451,81,297,453,9246051
Eli Lilly and Company,LLY,25/03/2022,497,299,118,161,3411396
Eli Lilly and Company,LLY,26/03/2022,195,469,286,311,1867174
Bristol-Myers Squibb Company,BMY,30/03/2022,299,440,70,199,3932153
Pfizer Inc,PFE,04/04/2022,323,461,332,182,4735995
AbbVie Inc,ABBV,06/04/2022,339,477,416,459,7304456
Johnson & Johnson,JNJ,07/04/2022,127,333,371,102,6391483
Abbott Laboratories,ABT,07/04/2022,248,166,235,246,7521650
Bristol-Myers Squibb Company,BMY,09/04/2022,495,174,470,255,561217
Eli Lilly and Company,LLY,11/04/2022,165,129,372,57,916581
UnitedHealth Group Incorporated,UNH,12/04/2022,79,429,87,415,3351248
Pfizer Inc,PFE,15/04/2022,286,179,203,289,4117362
Merck & Co,MRK,16/04/2022,272,459,271,255,4977878
Eli Lilly and Company,LLY,18/04/2022,160,430,180,264,7125036
Amgen Inc,AMGN,21/04/2022,305,490,174,55,8188264
Merck & Co,MRK,30/04/2022,223,483,284,196,5316239
Bristol-Myers Squibb Company,BMY,10/05/2022,278,413,240,486,2607359
Boston Scientific Corporation,BSX,20/05/2022,392,79,55,114,6226734
Bristol-Myers Squibb Company,BMY,26/05/2022,113,126,208,243,2400017
Eli Lilly and Company,LLY,26/05/2022,373,264,440,337,8961383
UnitedHealth Group Incorporated,UNH,30/05/2022,112,354,176,114,7006687
Amgen Inc,AMGN,02/06/2022,371,111,254,318,1374277
Boston Scientific Corporation,BSX,06/06/2022,68,215,378,367,6198227
Eli Lilly and Company,LLY,06/06/2022,384,90,119,93,9376034
Johnson & Johnson,JNJ,10/06/2022,459,168,330,274,6351001
Amgen Inc,AMGN,14/06/2022,220,137,109,495,9003177
Merck & Co,MRK,16/06/2022,337,243,417,323,8444909
AbbVie Inc,ABBV,18/06/2022,243,328,400,75,4721583
Amgen Inc,AMGN,18/06/2022,466,152,156,475,1890426
Boston Scientific Corporation,BSX,19/06/2022,64,294,215,322,7997369
Abbott Laboratories,ABT,26/06/2022,183,246,193,417,831113
Amgen Inc,AMGN,26/06/2022,472,51,260,444,1284963
Eli Lilly and Company,LLY,29/06/2022,314,493,214,284,4575633
Johnson & Johnson,JNJ,29/06/2022,471,308,166,355,8525750
Eli Lilly and Company,LLY,09/07/2022,440,394,330,321,966399
Abbott Laboratories,ABT,13/07/2022,99,397,470,433,1120872
Johnson & Johnson,JNJ,17/07/2022,338,315,134,393,2682639
Amgen Inc,AMGN,17/07/2022,449,214,168,314,7777595
Eli Lilly and Company,LLY,19/07/2022,325,370,242,206,4353453
Abbott Laboratories,ABT,20/07/2022,102,418,414,343,3130756
Bristol-Myers Squibb Company,BMY,04/08/2022,111,154,244,297,9496199
Merck & Co,MRK,05/08/2022,388,353,136,171,8842540
UnitedHealth Group Incorporated,UNH,07/08/2022,327,68,96,151,2730944
Amgen Inc,AMGN,07/08/2022,212,347,406,254,3525890
Merck & Co,MRK,08/08/2022,399,203,134,311,8418475
Amgen Inc,AMGN,18/08/2022,360,388,187,210,7887778
Eli Lilly and Company,LLY,21/08/2022,112,107,471,284,8617790
Abbott Laboratories,ABT,21/08/2022,434,111,484,219,7344766
Pfizer Inc,PFE,27/08/2022,284,133,205,220,6615673
Johnson & Johnson,JNJ,31/08/2022,479,405,422,239,582012
AbbVie Inc,ABBV,31/08/2022,303,146,231,435,4077653
Pfizer Inc,PFE,04/09/2022,93,180,285,471,8258804
Amgen Inc,AMGN,07/09/2022,69,77,53,176,9930403
AbbVie Inc,ABBV,20/09/2022,329,133,74,128,4836902
Boston Scientific Corporation,BSX,23/09/2022,105,92,376,121,1777539
Pfizer Inc,PFE,29/09/2022,273,324,474,190,2085012
AbbVie Inc,ABBV,05/10/2022,190,447,328,58,987031
Bristol-Myers Squibb Company,BMY,07/10/2022,278,91,376,117,6119752
Pfizer Inc,PFE,08/10/2022,392,229,490,73,1623461
Amgen Inc,AMGN,12/10/2022,380,370,282,205,9524822
Johnson & Johnson,JNJ,14/10/2022,182,383,328,346,4455381
Bristol-Myers Squibb Company,BMY,15/10/2022,203,250,363,173,7105443
Amgen Inc,AMGN,19/10/2022,226,374,226,401,9988319
AbbVie Inc,ABBV,30/10/2022,166,450,150,65,7669194
Amgen Inc,AMGN,31/10/2022,461,237,412,336,1092417
Eli Lilly and Company,LLY,08/11/2022,200,226,490,236,8145253
Abbott Laboratories,ABT,11/11/2022,100,275,64,349,9541408
Merck & Co,MRK,13/11/2022,280,153,317,371,1179709
Boston Scientific Corporation,BSX,15/11/2022,428,90,93,363,3989510
Pfizer Inc,PFE,20/11/2022,223,301,469,165,2603260
Johnson & Johnson,JNJ,24/11/2022,80,275,72,311,2810373
UnitedHealth Group Incorporated,UNH,24/11/2022,66,431,314,486,2014734
Johnson & Johnson,JNJ,27/11/2022,180,404,490,457,1661405
Pfizer Inc,PFE,03/12/2022,351,449,467,73,1902588
Boston Scientific Corporation,BSX,06/12/2022,449,161,52,489,9210743
Bristol-Myers Squibb Company,BMY,15/12/2022,214,186,84,401,5341920
Pfizer Inc,PFE,16/12/2022,73,266,215,379,6813276
Abbott Laboratories,ABT,18/12/2022,64,301,399,459,1448704
Boston Scientific Corporation,BSX,26/12/2022,395,442,450,498,8263071
Merck & Co,MRK,27/12/2022,329,206,170,429,4379572
Amgen Inc,AMGN,02/01/2023,413,260,340,396,7114813
UnitedHealth Group Incorporated,UNH,07/01/2023,420,373,52,267,3470155
Pfizer Inc,PFE,07/01/2023,486,228,420,461,3475913
Eli Lilly and Company,LLY,10/01/2023,135,419,480,200,8929287
Merck & Co,MRK,11/01/2023,206,442,186,360,2230423
AbbVie Inc,ABBV,12/01/2023,324,116,254,302,9310784
Boston Scientific Corporation,BSX,12/01/2023,401,406,436,392,741570
Abbott Laboratories,ABT,15/01/2023,193,143,88,221,2098349
Amgen Inc,AMGN,21/01/2023,88,74,499,177,9862491
UnitedHealth Group Incorporated,UNH,22/01/2023,212,80,362,61,4725893
Bristol-Myers Squibb Company,BMY,27/01/2023,279,100,82,112,3807800
Abbott Laboratories,ABT,30/01/2023,311,446,202,242,9940083
Abbott Laboratories,ABT,02/02/2023,183,276,168,215,681664
Abbott Laboratories,ABT,04/02/2023,258,431,365,261,6517606
Eli Lilly and Company,LLY,05/02/2023,115,412,454,301,6071526
Bristol-Myers Squibb Company,BMY,09/02/2023,206,475,359,453,2864063
Eli Lilly and Company,LLY,12/02/2023,324,185,404,117,3508803
UnitedHealth Group Incorporated,UNH,14/02/2023,133,232,374,55,921013
AbbVie Inc,ABBV,16/02/2023,107,244,256,195,2399573
Pfizer Inc,PFE,24/02/2023,67,365,370,71,9598702
Boston Scientific Corporation,BSX,03/03/2023,299,174,226,78,4173353
Johnson & Johnson,JNJ,13/03/2023,413,320,227,60,7608378
Amgen Inc,AMGN,13/03/2023,119,348,387,57,1763024
Abbott Laboratories,ABT,16/03/2023,96,236,248,450,8449323
Abbott Laboratories,ABT,22/03/2023,211,174,473,86,3941719
Boston Scientific Corporation,BSX,23/03/2023,404,110,232,213,8211071
Abbott Laboratories,ABT,24/03/2023,85,165,202,399,1565362
Eli Lilly and Company,LLY,27/03/2023,118,304,379,142,9937080
Bristol-Myers Squibb Company,BMY,30/03/2023,324,149,332,104,1004959
Pfizer Inc,PFE,31/03/2023,95,132,349,128,8198687
Abbott Laboratories,ABT,06/04/2023,356,260,251,101,5129120
AbbVie Inc,ABBV,06/04/2023,371,162,396,456,5563937
Bristol-Myers Squibb Company,BMY,19/04/2023,255,120,186,117,3576503
UnitedHealth Group Incorporated,UNH,19/04/2023,469,63,376,357,5648470
AbbVie Inc,ABBV,19/04/2023,154,221,81,319,4149068
Bristol-Myers Squibb Company,BMY,19/04/2023,242,184,165,386,1565497
Bristol-Myers Squibb Company,BMY,06/05/2023,445,499,477,246,2979837
Eli Lilly and Company,LLY,07/05/2023,291,375,281,262,5240147
Boston Scientific Corporation,BSX,16/05/2023,109,221,93,361,1503548
Eli Lilly and Company,LLY,18/05/2023,124,447,305,111,4279170
Johnson & Johnson,JNJ,25/05/2023,171,303,75,201,6480035
Abbott Laboratories,ABT,29/05/2023,498,218,248,67,3009966
Eli Lilly and Company,LLY,30/05/2023,332,473,331,139,1774461
Pfizer Inc,PFE,31/05/2023,428,323,182,375,3637501
Merck & Co,MRK,04/06/2023,458,399,281,179,9654073
Bristol-Myers Squibb Company,BMY,07/06/2023,108,282,141,87,6551009
Boston Scientific Corporation,BSX,13/06/2023,319,267,164,423,8551296
AbbVie Inc,ABBV,14/06/2023,348,133,133,473,3107726
Bristol-Myers Squibb Company,BMY,16/06/2023,336,416,383,386,2114403
Bristol-Myers Squibb Company,BMY,19/06/2023,455,142,498,337,3875297
